,medicine_id,medicine_name,medicine_supplier,stock
3129,175937,Miconazole,McKesson,120
3130,193554,Chantix,CARDINAL,132
3131,108359,Minocycline,AmerisourceBergen,7
3132,123508,Tacrolimus,CARDINAL,20
3133,171086,Citalopram,McKesson,77
3134,181398,Nexplanon,AmerisourceBergen,6
3135,136651,Fluconazole,CARDINAL,63
3136,150593,Epiduo,AmerisourceBergen,191
3137,134335,Temazepam,AmerisourceBergen,130
3138,101332,Macrobid,CARDINAL,94
3139,176066,Tri-Sprintec,McKesson,133
3140,172537,Bactrim,CARDINAL,144
3141,108744,Duloxetine,AmerisourceBergen,14
3142,170083,Gabapentin,CARDINAL,68
3143,123345,Clozapine,CARDINAL,162
3144,133808,Quetiapine,CARDINAL,166
3145,121219,Gabapentin,AmerisourceBergen,160
3146,140879,Magnesium citrate,CARDINAL,12
3147,178296,Clindamycin / tretinoin,CARDINAL,75
3148,157055,Lortab,CARDINAL,103
3149,155885,Etonogestrel,McKesson,176
3150,194358,Plan B,AmerisourceBergen,4
3151,113908,Ethinyl estradiol / norethindrone,CARDINAL,72
3152,164054,Bisacodyl,McKesson,23
3153,168729,Deplin,AmerisourceBergen,134
3154,145337,ParaGard,AmerisourceBergen,194
3155,112558,Liraglutide,McKesson,32
3156,120532,Relistor,CARDINAL,41
3157,179481,Mirtazapine,McKesson,46
3158,166019,Diclofenac,McKesson,186
3159,103611,Desvenlafaxine,McKesson,54
3160,179007,Effexor XR,CARDINAL,182
3161,171754,Xarelto,CARDINAL,55
3162,180352,Trazodone,CARDINAL,68
3163,105099,Ethinyl estradiol / levonorgestrel,CARDINAL,122
3164,111991,Wellbutrin XL,AmerisourceBergen,177
3165,111351,Junel Fe 1 / 20,McKesson,122
3166,100249,Bupropion,McKesson,140
3167,126414,Sprintec,AmerisourceBergen,71
3168,172249,Mometasone,AmerisourceBergen,36
3169,165938,Ziprasidone,McKesson,14
3170,182591,Aripiprazole,McKesson,12
3171,139501,Plan B One-Step,AmerisourceBergen,28
3172,137688,Nexplanon,AmerisourceBergen,58
3173,189066,Mirena,AmerisourceBergen,58
3174,120415,Lotrel,McKesson,98
3175,185741,Tioconazole,McKesson,31
3176,197104,Implanon,AmerisourceBergen,130
3177,150366,Amoxicillin,McKesson,41
3178,184047,Phillips' Milk of Magnesia,CARDINAL,157
3179,174730,Yasmin,CARDINAL,72
3180,155512,Mibelas 24 Fe,AmerisourceBergen,11
3181,199704,Methyldopa,CARDINAL,100
3182,158710,Tri-Sprintec,McKesson,42
3183,109811,Topamax,CARDINAL,141
3184,175960,Etonogestrel,CARDINAL,152
3185,115739,Venlafaxine,CARDINAL,123
3186,184973,Ethinyl estradiol / norethindrone,McKesson,167
3187,160368,Fluoxetine,CARDINAL,16
3188,124903,Doxycycline,CARDINAL,127
3189,199891,Accutane,AmerisourceBergen,107
3190,122370,Ziprasidone,AmerisourceBergen,128
3191,186639,ella,CARDINAL,87
3192,106159,Kombiglyze XR,AmerisourceBergen,62
3193,133748,Prozac,McKesson,95
3194,156634,Clonazepam,CARDINAL,189
3195,126050,Humira,AmerisourceBergen,84
3196,194428,Contrave,McKesson,139
3197,134158,Crestor,AmerisourceBergen,47
3198,180230,Polyethylene glycol 3350 with electrolytes,AmerisourceBergen,114
3199,134377,Levonorgestrel,CARDINAL,190
3200,170155,Prozac,CARDINAL,191
3201,109766,Depo-Provera,McKesson,106
3202,179829,Copper,CARDINAL,79
3203,164825,Paxil,AmerisourceBergen,173
3204,118629,Sertraline,CARDINAL,174
3205,192016,Zoloft,AmerisourceBergen,25
3206,193447,Skyla,AmerisourceBergen,65
3207,165369,Vilazodone,CARDINAL,144
3208,142571,Lupron,AmerisourceBergen,29
3209,100599,Lipitor,AmerisourceBergen,95
3210,139747,Testosterone,AmerisourceBergen,108
3211,139224,Acetaminophen / hydrocodone,CARDINAL,116
3212,107449,Aripiprazole,McKesson,9
3213,191785,Amerge,AmerisourceBergen,4
3214,186022,Milk thistle,AmerisourceBergen,94
3215,113213,Amoxicillin / clavulanate,AmerisourceBergen,177
3216,102481,Escitalopram,AmerisourceBergen,116
3217,199755,Bupropion,AmerisourceBergen,161
3218,151534,Cialis,McKesson,164
3219,185946,Humira,CARDINAL,143
3220,119699,Ethinyl estradiol / norethindrone,CARDINAL,183
3221,126276,Duloxetine,AmerisourceBergen,83
3222,179073,Implanon,McKesson,42
3223,137484,Implanon,AmerisourceBergen,101
3224,136083,Implanon,McKesson,192
3225,103442,Sulfamethoxazole / trimethoprim,AmerisourceBergen,123
3226,174762,Breo Ellipta,McKesson,47
3227,107393,Klonopin,McKesson,129
3228,133246,Kariva,CARDINAL,25
3229,175158,Levonorgestrel,CARDINAL,84
3230,104802,Alpha 1-proteinase inhibitor,CARDINAL,194
3231,178745,Zoloft,AmerisourceBergen,29
3232,190069,Ciprofloxacin,McKesson,91
3233,151852,Nitrofurantoin,CARDINAL,42
3234,126905,Celexa,CARDINAL,27
3235,137149,Terbinafine,McKesson,11
3236,194468,Levonorgestrel,McKesson,28
3237,188160,Adderall,CARDINAL,78
3238,132622,Zoloft,McKesson,27
3239,169621,Ciclopirox,AmerisourceBergen,155
3240,132649,Pamelor,AmerisourceBergen,142
3241,152671,Levonorgestrel,McKesson,74
3242,147683,Viibryd,CARDINAL,33
3243,191308,Geodon,AmerisourceBergen,38
3244,118379,Metronidazole,CARDINAL,26
3245,143381,Methylprednisolone,CARDINAL,56
3246,196338,Propofol,CARDINAL,57
3247,147213,Ethinyl estradiol / norgestimate,CARDINAL,170
3248,175881,Ethinyl estradiol / norgestimate,CARDINAL,111
3249,106117,Nexplanon,McKesson,118
3250,130418,Desvenlafaxine,CARDINAL,147
3251,181035,Jolessa,McKesson,151
3252,127816,Vilazodone,AmerisourceBergen,40
3253,127819,Roflumilast,AmerisourceBergen,151
3254,132376,Trintellix,CARDINAL,23
3255,168252,Zoladex,AmerisourceBergen,199
3256,177286,Canagliflozin,CARDINAL,165
3257,115650,Aviane,AmerisourceBergen,192
3258,179938,Isotretinoin,AmerisourceBergen,115
3259,101236,Topiramate,McKesson,74
3260,136414,Zovirax Cream,AmerisourceBergen,47
3261,181493,Depo-Provera,AmerisourceBergen,124
3262,197356,Duac,AmerisourceBergen,55
3263,176072,Citalopram,AmerisourceBergen,133
3264,150891,Loratadine,AmerisourceBergen,2
3265,152576,Temazepam,CARDINAL,69
3266,151081,Dextromethorphan,CARDINAL,105
3267,107104,Diphenhydramine,AmerisourceBergen,80
3268,170634,Tioconazole,CARDINAL,198
3269,194330,Rabeprazole,AmerisourceBergen,105
3270,168985,Hycodan,McKesson,131
3271,137247,Adapalene / benzoyl peroxide,McKesson,99
3272,165858,Tri-Sprintec,McKesson,4
3273,100290,Kineret,McKesson,24
3274,124789,Seroquel,CARDINAL,24
3275,105501,Venlafaxine,AmerisourceBergen,57
3276,131108,Epiduo,McKesson,194
3277,120722,Desloratadine,AmerisourceBergen,74
3278,198217,Zoloft,CARDINAL,21
3279,185069,Drospirenone / ethinyl estradiol / levomefolate calcium,McKesson,123
3280,105903,Zipsor,CARDINAL,133
3281,113801,Saphris,AmerisourceBergen,114
3282,146524,Aluminum chloride hexahydrate,CARDINAL,11
3283,122367,Tiotropium,CARDINAL,188
3284,100400,Levaquin,McKesson,143
3285,149033,Albuterol,AmerisourceBergen,67
3286,177567,Liraglutide,AmerisourceBergen,11
3287,129528,Citalopram,McKesson,194
3288,187943,Vilazodone,McKesson,51
3289,192914,Mirena,McKesson,186
3290,118407,Prednisone,McKesson,164
3291,157528,Depo-Provera,McKesson,94
3292,150534,Implanon,McKesson,154
3293,140043,Medroxyprogesterone,AmerisourceBergen,52
3294,124352,Naprosyn,AmerisourceBergen,74
3295,169322,Liothyronine,AmerisourceBergen,87
3296,182275,Azithromycin,AmerisourceBergen,151
3297,196240,Azithromycin,McKesson,188
3298,167667,Depo-Provera,McKesson,26
3299,157429,Alcaftadine,AmerisourceBergen,111
3300,114714,Estradiol,CARDINAL,157
3301,187569,Oseltamivir,CARDINAL,14
3302,145940,Phentermine,McKesson,168
3303,124486,Drospirenone / ethinyl estradiol,McKesson,99
3304,106586,Levonorgestrel,McKesson,80
3305,102490,Aluminum chloride hexahydrate,McKesson,101
3306,109594,Suprep Bowel Prep Kit,McKesson,81
3307,196520,Estradiol,McKesson,30
3308,172086,Methylphenidate,AmerisourceBergen,150
3309,110119,Penicillin v potassium,AmerisourceBergen,40
3310,176357,Amitriptyline,AmerisourceBergen,123
3311,151742,Terbinafine,AmerisourceBergen,161
3312,123950,Levonorgestrel,AmerisourceBergen,57
3313,147789,Multivitamin with minerals,AmerisourceBergen,129
3314,138143,Effexor XR,McKesson,160
3315,152595,Acetaminophen / hydrocodone,AmerisourceBergen,178
3316,119070,Zohydro ER,McKesson,192
3317,120700,Bupropion / naltrexone,CARDINAL,38
3318,157742,Etonogestrel,McKesson,19
3319,152939,Trintellix,McKesson,90
3320,165645,Suprep Bowel Prep Kit,AmerisourceBergen,61
3321,119251,Cholestyramine,AmerisourceBergen,184
3322,142190,Ethinyl estradiol / levonorgestrel,CARDINAL,177
3323,192036,Narcan Injection,McKesson,41
3324,167872,Lurasidone,McKesson,72
3325,137596,Ethinyl estradiol / norgestimate,CARDINAL,69
3326,105384,Ethinyl estradiol / etonogestrel,McKesson,199
3327,148549,Levonorgestrel,AmerisourceBergen,30
3328,100178,Norco,CARDINAL,39
3329,180836,Adderall,McKesson,19
3330,140467,Lisdexamfetamine,McKesson,139
3331,159817,Clarithromycin,McKesson,24
3332,108198,Bupropion / naltrexone,AmerisourceBergen,153
3333,125288,Ethinyl estradiol / norethindrone,AmerisourceBergen,3
3334,133490,Buspirone,AmerisourceBergen,44
3335,120042,Drospirenone / ethinyl estradiol / levomefolate calcium,AmerisourceBergen,197
3336,143678,Acetaminophen / hydrocodone,McKesson,183
3337,172873,Adipex-P,AmerisourceBergen,158
3338,139971,Propranolol,McKesson,117
3339,164592,Ethinyl estradiol / norgestimate,CARDINAL,71
3340,108392,Rosula,McKesson,89
3341,175436,Magnesium citrate,AmerisourceBergen,110
3342,106933,Escitalopram,CARDINAL,165
3343,162356,Acetaminophen / codeine,CARDINAL,2
3344,139849,Pyridostigmine,CARDINAL,20
3345,109974,Viberzi,CARDINAL,185
3346,115726,Abilify,AmerisourceBergen,163
3347,155034,Azelastine / fluticasone,AmerisourceBergen,28
3348,127679,Supartz,CARDINAL,4
3349,109942,NuvaRing,McKesson,71
3350,110821,Yasmin,AmerisourceBergen,107
3351,190325,Copaxone,McKesson,165
3352,154617,Ropinirole,AmerisourceBergen,15
3353,167261,Norco,AmerisourceBergen,117
3354,185538,Pazopanib,AmerisourceBergen,59
3355,167784,Etonogestrel,CARDINAL,148
3356,109134,Evolocumab,CARDINAL,2
3357,121012,Levonorgestrel,AmerisourceBergen,148
3358,107903,Ambien,CARDINAL,17
3359,131970,Tadalafil,McKesson,163
3360,175349,Prozac,AmerisourceBergen,196
3361,117646,Nicoderm CQ,CARDINAL,129
3362,110307,Wellbutrin,McKesson,3
3363,116037,Simcor,AmerisourceBergen,121
3364,180763,Levonorgestrel,AmerisourceBergen,72
3365,100998,Sprintec,McKesson,109
3366,146301,Desvenlafaxine,McKesson,177
3367,188526,Mesalamine,AmerisourceBergen,133
3368,151200,Medroxyprogesterone,CARDINAL,81
3369,187869,Yaz,McKesson,125
3370,148225,Ziprasidone,CARDINAL,15
3371,145002,Prednisone,AmerisourceBergen,100
3372,145137,Depo-Provera,CARDINAL,70
3373,117346,Sulfamethoxazole / trimethoprim,CARDINAL,116
3374,168424,NuvaRing,AmerisourceBergen,163
3375,185211,Pristiq,AmerisourceBergen,38
3376,174527,Levonorgestrel,AmerisourceBergen,22
3377,124304,Duloxetine,McKesson,133
3378,107537,Divalproex sodium,CARDINAL,103
3379,167984,Copper,AmerisourceBergen,82
3380,184561,Levofloxacin,AmerisourceBergen,132
3381,133608,Lorcaserin,CARDINAL,174
3382,140288,Nexplanon,CARDINAL,190
3383,145096,Nexplanon,McKesson,38
3384,159492,Phentermine,CARDINAL,11
3385,189763,Etonogestrel,CARDINAL,84
3386,187919,Sertraline,AmerisourceBergen,152
3387,199971,Hydrocodone,AmerisourceBergen,13
3388,198297,Citalopram,AmerisourceBergen,123
3389,192685,Chlorpheniramine / hydrocodone,AmerisourceBergen,44
3390,102314,Phentermine,AmerisourceBergen,193
3391,119074,Tioconazole,McKesson,90
3392,105393,Varenicline,AmerisourceBergen,55
3393,101117,Aluminum chloride hexahydrate,CARDINAL,138
3394,154024,Moxifloxacin,McKesson,33
3395,169874,Beyaz,CARDINAL,130
3396,168228,Implanon,AmerisourceBergen,128
3397,110404,Nortriptyline,AmerisourceBergen,23
3398,121355,Nuvigil,AmerisourceBergen,26
3399,134280,Cyclobenzaprine,AmerisourceBergen,29
3400,143557,Lorcaserin,CARDINAL,75
3401,148783,Paxil,AmerisourceBergen,189
3402,194174,Celexa,AmerisourceBergen,21
3403,170369,Azithromycin,CARDINAL,144
3404,160947,Etonogestrel,AmerisourceBergen,133
3405,135279,Levonorgestrel,AmerisourceBergen,99
3406,159745,Paxil,McKesson,155
3407,197785,Ustekinumab,AmerisourceBergen,141
3408,154907,Nasacort Allergy 24HR,McKesson,100
3409,152764,Zofran,AmerisourceBergen,196
3410,125485,Ondansetron,AmerisourceBergen,151
3411,133244,Camrese,AmerisourceBergen,130
3412,110565,Azathioprine,AmerisourceBergen,112
3413,178850,Sulfamethoxazole / trimethoprim,AmerisourceBergen,140
3414,178434,Fluorouracil,CARDINAL,170
3415,162884,Cosentyx,CARDINAL,34
3416,103801,Gabapentin,CARDINAL,164
3417,168271,Medroxyprogesterone,AmerisourceBergen,186
3418,134849,Talwin Nx,CARDINAL,184
3419,157212,Belsomra,AmerisourceBergen,22
3420,195095,Suprep Bowel Prep Kit,CARDINAL,90
3421,142426,Metformin / saxagliptin,McKesson,129
3422,144155,Adapalene / benzoyl peroxide,McKesson,83
3423,143677,Acetaminophen / dichloralphenazone / isometheptene mucate,AmerisourceBergen,43
3424,176712,Toradol,McKesson,14
3425,135283,Imiquimod,AmerisourceBergen,72
3426,169863,Benzonatate,McKesson,189
3427,196928,Clonazepam,AmerisourceBergen,20
3428,154609,Pentasa,CARDINAL,189
3429,160698,Ethinyl estradiol / norgestimate,McKesson,1
3430,117470,Ciprofloxacin,AmerisourceBergen,42
3431,198904,Saxenda,AmerisourceBergen,38
3432,106387,Nifedipine,CARDINAL,121
3433,121049,Levetiracetam,CARDINAL,51
3434,169424,Phentermine,CARDINAL,151
3435,135546,Viibryd,AmerisourceBergen,20
3436,109907,Plan B,AmerisourceBergen,21
3437,119324,Lorcaserin,AmerisourceBergen,116
3438,160694,Ethinyl estradiol / norethindrone,McKesson,15
3439,152823,Tegretol,McKesson,77
3440,149236,Metronidazole,AmerisourceBergen,168
3441,121342,Moxifloxacin,CARDINAL,92
3442,135587,Oxcarbazepine,AmerisourceBergen,189
3443,121127,Suprep Bowel Prep Kit,CARDINAL,61
3444,108316,Lexapro,McKesson,144
3445,109557,Nexplanon,AmerisourceBergen,192
3446,106397,Drospirenone / ethinyl estradiol / levomefolate calcium,CARDINAL,98
3447,134998,Quetiapine,McKesson,31
3448,142603,Ambien,CARDINAL,82
3449,151588,Acetaminophen / hydrocodone,CARDINAL,169
3450,126061,Pentosan polysulfate sodium,CARDINAL,60
3451,156401,AndroGel,CARDINAL,27
3452,197451,Efavirenz,CARDINAL,28
3453,103972,Toprol-XL,AmerisourceBergen,108
3454,179014,Junel Fe 1 / 20,McKesson,42
3455,148003,Zoloft,CARDINAL,156
3456,125076,Chantix,CARDINAL,6
3457,108597,Klonopin,McKesson,130
3458,141490,Pravastatin,CARDINAL,1
3459,170622,Aluminum chloride hexahydrate,McKesson,113
3460,161022,Ethinyl estradiol / norethindrone,AmerisourceBergen,197
3461,131182,Harvoni,CARDINAL,53
3462,157200,Levonorgestrel,AmerisourceBergen,119
3463,112713,Pantoprazole,AmerisourceBergen,72
3464,182754,Depo-Provera,CARDINAL,157
3465,115476,Phentermine,AmerisourceBergen,71
3466,107093,Paxil,AmerisourceBergen,153
3467,102325,Acetaminophen / butalbital / caffeine,CARDINAL,37
3468,151249,Seasonique,AmerisourceBergen,31
3469,146893,Liraglutide,AmerisourceBergen,17
3470,190764,Furosemide,McKesson,129
3471,160051,Desvenlafaxine,CARDINAL,107
3472,150721,Topamax,McKesson,182
3473,122482,Amoxicillin / clavulanate,CARDINAL,129
3474,126989,Cialis,CARDINAL,117
3475,170476,Valium,CARDINAL,100
3476,149086,Viibryd,AmerisourceBergen,60
3477,117845,Zoloft,CARDINAL,3
3478,114614,Milnacipran,AmerisourceBergen,108
3479,105301,Desvenlafaxine,McKesson,112
3480,167748,Ziprasidone,CARDINAL,132
3481,116168,Zoloft,AmerisourceBergen,131
3482,132349,Levonorgestrel,CARDINAL,68
3483,164113,Savella,AmerisourceBergen,128
3484,172520,Oxycodone,CARDINAL,99
3485,156166,Nitroglycerin,CARDINAL,150
3486,129299,Xulane,CARDINAL,188
3487,156275,Tylenol with Codeine #3,AmerisourceBergen,134
3488,109393,Venlafaxine,McKesson,96
3489,144869,Fluticasone,McKesson,189
3490,194643,Campral,CARDINAL,97
3491,102667,Ondansetron,CARDINAL,112
3492,102567,Levonorgestrel,McKesson,121
3493,109579,Ethinyl estradiol / norgestrel,McKesson,89
3494,160950,Sulfamethoxazole / trimethoprim,McKesson,23
3495,156587,Etodolac,McKesson,127
3496,199060,Saxenda,CARDINAL,54
3497,176410,Oxymorphone,CARDINAL,13
3498,152356,Implanon,CARDINAL,185
3499,145119,Abacavir / dolutegravir / lamivudine,CARDINAL,135
3500,109873,Acetaminophen / aspirin / caffeine,McKesson,105
3501,102634,Cyclobenzaprine,AmerisourceBergen,173
3502,186577,Suprep Bowel Prep Kit,AmerisourceBergen,59
3503,193972,Cefdinir,AmerisourceBergen,90
3504,125273,Venlafaxine,CARDINAL,89
3505,100437,Vicodin,AmerisourceBergen,40
3506,125328,Mirena,AmerisourceBergen,147
3507,157036,Duloxetine,McKesson,120
3508,156341,Human papillomavirus vaccine,AmerisourceBergen,84
3509,181242,Tamiflu,AmerisourceBergen,33
3510,109864,Kava,AmerisourceBergen,45
3511,123801,Doxylamine / pyridoxine,CARDINAL,71
3512,147107,Penicillin v potassium,McKesson,47
3513,163721,Qsymia,AmerisourceBergen,20
3514,165577,Docosanol,McKesson,42
3515,122697,Nexplanon,CARDINAL,114
3516,193973,Yasmin,CARDINAL,195
3517,143987,Spironolactone,McKesson,113
3518,140550,Tioconazole,AmerisourceBergen,132
3519,158048,Adipex-P,CARDINAL,133
3520,103051,Sovaldi,AmerisourceBergen,144
3521,147130,Glucophage,CARDINAL,124
3522,149107,Ativan,McKesson,89
3523,125900,Cryselle,McKesson,45
3524,188765,Ortho Evra,McKesson,75
3525,188371,Etonogestrel,CARDINAL,70
3526,123189,Pioglitazone,AmerisourceBergen,10
3527,178349,Concerta,CARDINAL,92
3528,192577,Lurasidone,AmerisourceBergen,177
3529,125423,Ethinyl estradiol / norethindrone,McKesson,148
3530,156690,Dimenhydrinate,McKesson,142
3531,181623,Metoprolol,McKesson,25
3532,167163,Citalopram,AmerisourceBergen,125
3533,157062,Microgestin Fe 1 / 20,CARDINAL,57
3534,194593,Sulfamethoxazole / trimethoprim,McKesson,16
3535,188602,Implanon,AmerisourceBergen,36
3536,191762,Levonorgestrel,McKesson,163
3537,136229,Celexa,McKesson,53
3538,128479,BuSpar,CARDINAL,167
3539,119506,Xiidra,McKesson,61
3540,141382,Amlodipine,McKesson,56
3541,199277,Oxycodone,CARDINAL,161
3542,150328,Ethinyl estradiol / levonorgestrel,McKesson,127
3543,102480,Seroquel XR,AmerisourceBergen,134
3544,158648,Protonix IV,McKesson,182
3545,189089,Conjugated estrogens / medroxyprogesterone,AmerisourceBergen,52
3546,133890,Doxycycline,AmerisourceBergen,139
3547,149020,Bactrim,McKesson,120
3548,140597,Celexa,AmerisourceBergen,183
3549,165327,Sertraline,CARDINAL,55
3550,112370,Levonorgestrel,AmerisourceBergen,138
3551,187591,Amphetamine / dextroamphetamine,AmerisourceBergen,39
3552,184060,Benadryl Allergy,CARDINAL,26
3553,136464,Sertraline,McKesson,68
3554,181528,Ortho Micronor,AmerisourceBergen,140
3555,175228,Pantoprazole,CARDINAL,121
3556,193083,Magnesium sulfate / potassium sulfate / sodium sulfate,AmerisourceBergen,33
3557,101607,Buspirone,CARDINAL,73
3558,184398,Minocycline,CARDINAL,11
3559,112717,Ethinyl estradiol / norethindrone,CARDINAL,69
3560,161950,Embeda,CARDINAL,19
3561,198020,Zoloft,CARDINAL,43
3562,100452,Methylnaltrexone,CARDINAL,109
3563,112443,Wellbutrin,AmerisourceBergen,189
3564,158829,Dicyclomine,McKesson,87
3565,198713,Effexor,McKesson,81
3566,122103,Viagra,McKesson,152
3567,133271,Levonorgestrel,McKesson,4
3568,121983,Ethinyl estradiol / norethindrone,CARDINAL,42
3569,183079,Yasmin,McKesson,137
3570,149070,Finasteride,McKesson,98
3571,176450,Diclofenac,AmerisourceBergen,159
3572,139658,Denosumab,AmerisourceBergen,62
3573,177023,Fluorouracil,AmerisourceBergen,128
3574,119870,Dulera,McKesson,6
3575,168704,Metaxalone,CARDINAL,185
3576,168385,Plan B One-Step,AmerisourceBergen,18
3577,193702,Tessalon Perles,CARDINAL,49
3578,118097,Cytomel,CARDINAL,52
3579,145730,Adapalene / benzoyl peroxide,AmerisourceBergen,87
3580,107681,Praluent,CARDINAL,134
3581,174914,Diltiazem,AmerisourceBergen,49
3582,131333,Ambien,McKesson,129
3583,176946,Ambien,McKesson,164
3584,176598,Atomoxetine,AmerisourceBergen,133
3585,172124,Praluent,McKesson,29
3586,109363,Desvenlafaxine,CARDINAL,131
3587,174980,Nortriptyline,McKesson,100
3588,117969,Ultram,AmerisourceBergen,40
3589,182229,Pristiq,AmerisourceBergen,30
3590,186960,Ethinyl estradiol / norethindrone,McKesson,27
3591,145742,Metformin / saxagliptin,AmerisourceBergen,86
3592,175575,Nitrofurantoin,CARDINAL,59
3593,183475,Metformin / saxagliptin,CARDINAL,194
3594,189311,Doxycycline,CARDINAL,195
3595,164855,Naloxegol,McKesson,80
3596,171230,Sronyx,AmerisourceBergen,9
3597,116240,Azelaic acid,McKesson,160
3598,180263,Duloxetine,AmerisourceBergen,80
3599,189854,Mononessa,CARDINAL,5
3600,141910,Drospirenone / ethinyl estradiol / levomefolate calcium,AmerisourceBergen,197
3601,158713,Xarelto,McKesson,103
3602,149606,Metoclopramide,CARDINAL,105
3603,142144,Implanon,McKesson,166
3604,165868,Sertraline,McKesson,114
3605,157175,Ethinyl estradiol / norethindrone,AmerisourceBergen,126
3606,153971,Ethinyl estradiol / norgestimate,McKesson,17
3607,178023,Doxepin,AmerisourceBergen,30
3608,149326,Bupropion,AmerisourceBergen,160
3609,126158,Promethazine,McKesson,165
3610,166096,Miconazole,AmerisourceBergen,112
3611,143958,Pradaxa,CARDINAL,5
3612,148766,Ethinyl estradiol / levonorgestrel,CARDINAL,128
3613,162375,Minocycline,McKesson,158
3614,170338,Monistat 3-Day Combination Pack,CARDINAL,75
3615,168498,Loestrin 24 Fe,AmerisourceBergen,132
3616,129556,Citalopram,McKesson,6
3617,124252,Macrodantin,CARDINAL,198
3618,105673,Implanon,CARDINAL,15
3619,130514,Oseltamivir,AmerisourceBergen,30
3620,135239,Fluoxetine,McKesson,152
3621,131030,Duofilm,McKesson,153
3622,105143,Gildess Fe 1 / 20,CARDINAL,196
3623,162385,Celexa,AmerisourceBergen,79
3624,147805,Doxycycline,AmerisourceBergen,38
3625,169183,Pazopanib,McKesson,66
3626,126688,Varenicline,McKesson,131
3627,141285,Implanon,CARDINAL,199
3628,182091,Mirena,AmerisourceBergen,150
3629,148093,Implanon,CARDINAL,166
3630,198378,Ciprofloxacin,CARDINAL,115
3631,168098,NuvaRing,CARDINAL,131
3632,115598,Levonorgestrel,CARDINAL,123
3633,114025,drugName,AmerisourceBergen,51
3634,155718,Seasonique,McKesson,191
3635,125775,Methyldopa,AmerisourceBergen,89
3636,160816,Copper,CARDINAL,177
3637,106949,Duloxetine,McKesson,184
3638,158866,Metronidazole,McKesson,10
3639,111917,Venlafaxine,McKesson,171
3640,176950,Bismuth subsalicylate,AmerisourceBergen,28
3641,127687,Medroxyprogesterone,AmerisourceBergen,55
3642,140856,Loestrin 24 Fe,CARDINAL,83
3643,134914,Halobetasol,AmerisourceBergen,73
3644,151800,Enskyce,McKesson,143
3645,124708,Xyzal,AmerisourceBergen,81
3646,153685,Varenicline,McKesson,5
3647,118495,Levaquin,AmerisourceBergen,181
3648,167883,Phentermine,CARDINAL,187
3649,163759,Amethyst,McKesson,38
3650,165103,Implanon,McKesson,28
3651,114639,Etonogestrel,AmerisourceBergen,27
3652,194718,Cyclobenzaprine,CARDINAL,18
3653,117558,Fulvestrant,AmerisourceBergen,3
3654,180307,Metronidazole,McKesson,112
3655,100286,Suprep Bowel Prep Kit,CARDINAL,106
3656,195520,Sildenafil,CARDINAL,66
3657,114403,Nature-Throid,McKesson,78
3658,173936,Bupropion,AmerisourceBergen,100
3659,110790,Tri-Sprintec,McKesson,145
3660,193487,Skyla,McKesson,100
3661,143374,Vyvanse,CARDINAL,48
3662,159414,Escitalopram,CARDINAL,182
3663,131944,Drospirenone / ethinyl estradiol / levomefolate calcium,McKesson,41
3664,196372,Oseltamivir,AmerisourceBergen,149
3665,192887,Amphetamine / dextroamphetamine,AmerisourceBergen,6
3666,157150,Ethinyl estradiol / levonorgestrel,McKesson,119
3667,154837,Lo Loestrin Fe,CARDINAL,135
3668,115588,Dapsone,McKesson,44
3669,169049,Depo-Provera,McKesson,28
3670,167718,Sildenafil,AmerisourceBergen,65
3671,111551,Etonogestrel,CARDINAL,142
3672,150463,Suprep Bowel Prep Kit,CARDINAL,33
3673,123015,Skyla,AmerisourceBergen,107
3674,138318,Paroxetine,AmerisourceBergen,154
3675,120508,Doxycycline,McKesson,38
3676,159204,Belviq,AmerisourceBergen,174
3677,183150,Amitriptyline,AmerisourceBergen,105
3678,127643,Acetaminophen / hydrocodone,McKesson,73
3679,109454,Microgestin Fe 1 / 20,CARDINAL,61
3680,145969,Ondansetron,McKesson,142
3681,194793,Seroquel,McKesson,66
3682,169270,Chantix,McKesson,17
3683,170236,Lisinopril,McKesson,4
3684,124832,Venlafaxine,AmerisourceBergen,108
3685,159170,Sutent,AmerisourceBergen,138
3686,138400,OnabotulinumtoxinA,CARDINAL,145
3687,153278,Nexplanon,CARDINAL,104
3688,136354,Caffeine,CARDINAL,69
3689,163423,Armodafinil,AmerisourceBergen,156
3690,118760,Buspirone,McKesson,26
3691,189124,Buprenorphine / naloxone,AmerisourceBergen,101
3692,187847,Copper,McKesson,116
3693,116686,Beyaz,McKesson,68
3694,178289,Duexis,McKesson,198
3695,153361,Suprep Bowel Prep Kit,McKesson,62
3696,157063,Bromfed DM,AmerisourceBergen,69
3697,105042,Drospirenone / estradiol,AmerisourceBergen,181
3698,140873,Tamiflu,CARDINAL,111
3699,183389,NuvaRing,McKesson,155
3700,111882,Ambien,AmerisourceBergen,190
3701,179082,Paroxetine,CARDINAL,9
3702,187684,Clozapine,AmerisourceBergen,155
3703,177790,Suprep Bowel Prep Kit,AmerisourceBergen,121
3704,133495,Fluoxetine,CARDINAL,82
3705,196875,AndroGel,CARDINAL,76
3706,159031,Adipex-P,CARDINAL,156
3707,185569,Levonorgestrel,CARDINAL,90
3708,142909,Tinidazole,McKesson,150
3709,128055,Phentermine / topiramate,CARDINAL,51
3710,171943,Zoloft,AmerisourceBergen,9
3711,188723,NuvaRing,McKesson,158
3712,165542,Xanax,McKesson,198
