,medicine_id,purchase_date,purchase_amount,purchase_price
1700,105323,2018.2.26,188,183
1701,112337,2018.5.7,304,256
1702,196430,2018.3.2,354,258
1703,175116,2018.3.5,78,261
1704,133427,2018.12.17,286,268
1705,141110,2018.2.4,182,272
1706,173567,2018.10.7,54,274
1707,139131,2018.12.25,258,263
1708,196875,2018.8.21,152,262
1709,185997,2018.8.20,352,257
1710,128667,2018.12.26,148,284
1711,107400,2018.4.18,292,283
1712,150056,2018.4.12,38,281
1713,131847,2018.3.27,38,141
1714,192022,2018.3.17,18,144
1715,198879,2018.2.12,60,142
1716,185643,2018.11.11,150,119
1717,106343,2018.6.6,118,115
1718,184444,2018.9.24,162,116
1719,125377,2018.8.6,198,195
1720,112800,2018.2.9,276,200
1721,190787,2018.3.4,142,201
1722,194282,2018.6.13,104,120
1723,138000,2018.10.16,284,120
1724,188191,2018.1.9,26,120
1725,124913,2018.12.18,40,276
1726,165559,2018.12.1,150,271
1727,113548,2018.5.13,344,273
1728,159020,2018.7.22,152,33
1729,187479,2018.9.23,224,32
1730,181760,2018.2.26,184,28
1731,184496,2018.4.17,48,29
1732,143557,2018.8.24,150,26
1733,146392,2018.1.2,188,22
1734,144963,2018.11.13,340,195
1735,109347,2018.2.8,386,190
1736,144798,2018.3.8,156,195
1737,153157,2018.10.19,274,168
1738,176410,2018.11.14,26,163
1739,145801,2018.5.6,208,163
1740,152178,2018.2.15,252,58
1741,118629,2018.3.11,348,63
1742,154196,2018.12.17,240,62
1743,174507,2018.11.3,116,258
1744,122697,2018.5.10,228,255
1745,177062,2018.1.4,338,251
1746,117498,2018.1.7,174,203
1747,112605,2018.6.18,20,198
1748,181109,2018.6.13,38,201
1749,182831,2018.12.23,56,164
1750,123929,2018.4.23,268,159
1751,167468,2018.6.12,56,162
1752,142597,2018.9.22,274,208
1753,138487,2018.6.10,122,211
1754,110366,2018.11.15,32,211
1755,118850,2018.5.6,198,113
1756,133546,2018.6.15,378,117
1757,178805,2018.2.19,96,121
1758,116692,2018.2.5,56,161
1759,195404,2018.4.19,184,160
1760,127740,2018.8.9,150,157
1761,149655,2018.12.3,314,289
1762,125273,2018.12.9,178,285
1763,108496,2018.10.14,186,282
1764,108934,2018.5.7,336,197
1765,175960,2018.1.24,304,195
1766,155810,2018.7.26,384,195
1767,175651,2018.5.20,400,140
1768,184047,2018.1.13,314,137
1769,131157,2018.10.10,178,138
1770,144296,2018.9.19,338,90
1771,179002,2018.2.14,142,95
1772,133460,2018.1.11,86,94
1773,171086,2018.10.6,154,274
1774,177082,2018.1.4,398,278
1775,198785,2018.9.1,4,282
1776,194111,2018.10.16,202,291
1777,121642,2018.2.12,242,295
1778,128980,2018.5.25,386,293
1779,139856,2018.5.18,174,228
1780,142550,2018.7.3,298,228
1781,169521,2018.3.18,358,227
1782,155566,2018.8.10,88,293
1783,120774,2018.4.13,216,293
1784,120819,2018.4.26,58,290
1785,144997,2018.4.26,260,29
1786,147058,2018.12.15,28,30
1787,141660,2018.8.25,132,25
1788,137149,2018.3.7,22,103
1789,120749,2018.6.15,58,101
1790,193263,2018.12.8,168,98
1791,189687,2018.8.5,398,75
1792,100946,2018.2.16,310,80
1793,149988,2018.8.24,178,78
1794,110249,2018.3.15,48,230
1795,117980,2018.8.6,326,235
1796,184960,2018.1.10,224,232
1797,177631,2018.2.6,66,217
1798,116738,2018.5.11,138,213
1799,175867,2018.8.8,38,211
1800,134540,2018.12.9,226,154
1801,177042,2018.7.7,34,159
1802,144033,2018.8.6,94,154
1803,101174,2018.5.15,306,227
1804,185481,2018.11.12,390,231
1805,129719,2018.3.20,96,236
1806,197505,2018.8.21,346,184
1807,187320,2018.9.11,48,180
1808,115271,2018.4.23,138,179
1809,125279,2018.9.20,228,171
1810,122610,2018.7.10,56,176
1811,101021,2018.7.27,6,173
1812,130810,2018.7.18,172,165
1813,102000,2018.7.15,182,168
1814,178850,2018.4.2,280,164
1815,198085,2018.11.20,340,211
1816,143474,2018.5.5,302,215
1817,109907,2018.11.20,42,214
1818,159612,2018.9.6,12,41
1819,110013,2018.1.4,68,45
1820,180335,2018.12.27,364,41
1821,153913,2018.9.16,130,16
1822,183178,2018.3.17,118,12
1823,183155,2018.3.15,350,17
1824,199476,2018.4.23,12,211
1825,160626,2018.5.4,224,213
1826,111196,2018.11.27,256,216
1827,111973,2018.2.16,186,153
1828,153115,2018.11.25,160,148
1829,120335,2018.7.15,62,153
1830,148594,2018.6.16,332,40
1831,128055,2018.1.27,102,44
1832,121795,2018.10.12,66,47
1833,199611,2018.10.14,136,203
1834,166296,2018.4.11,390,208
1835,141425,2018.6.24,86,213
1836,106582,2018.11.23,202,83
1837,151536,2018.10.10,266,84
1838,147284,2018.1.19,180,87
1839,111634,2018.4.10,216,166
1840,175158,2018.9.15,168,164
1841,100189,2018.10.26,356,159
1842,178337,2018.11.14,110,270
1843,189110,2018.1.14,70,270
1844,145165,2018.6.20,284,275
1845,134499,2018.9.10,382,18
1846,171505,2018.3.23,18,13
1847,106170,2018.10.15,92,17
1848,192104,2018.5.19,236,146
1849,185280,2018.10.1,226,150
1850,146050,2018.3.8,132,155
1851,127729,2018.1.13,390,159
1852,171481,2018.3.17,366,161
1853,137449,2018.10.13,194,164
1854,134131,2018.5.23,146,97
1855,106378,2018.3.6,236,100
1856,151622,2018.12.9,108,96
1857,116336,2018.5.4,372,108
1858,156634,2018.2.20,378,104
1859,166510,2018.2.1,330,99
1860,148636,2018.4.27,278,38
1861,100724,2018.10.3,140,42
1862,101989,2018.10.3,190,37
1863,171597,2018.11.2,174,249
1864,130096,2018.12.27,306,248
1865,108431,2018.1.24,2,247
1866,158713,2018.2.5,206,154
1867,129665,2018.10.23,234,151
1868,101191,2018.1.6,72,153
1869,153508,2018.2.24,312,63
1870,196361,2018.12.4,242,66
1871,100120,2018.1.21,246,67
1872,199384,2018.6.17,214,55
1873,171461,2018.1.20,126,52
1874,151452,2018.10.17,22,50
1875,153428,2018.5.22,134,297
1876,179821,2018.8.27,344,302
1877,192083,2018.12.4,338,307
1878,143653,2018.2.17,166,95
1879,106462,2018.3.15,274,97
1880,133185,2018.8.24,108,101
1881,111347,2018.10.10,132,62
1882,192993,2018.3.15,316,67
1883,135817,2018.12.1,138,67
1884,183177,2018.8.25,42,222
1885,107039,2018.12.27,102,225
1886,190134,2018.4.1,76,230
1887,101216,2018.6.3,222,240
1888,192353,2018.11.24,194,244
1889,150262,2018.9.25,350,244
1890,158829,2018.10.11,174,232
1891,185284,2018.8.7,376,229
1892,184832,2018.8.26,394,233
1893,121450,2018.4.12,68,71
1894,112394,2018.10.20,282,74
1895,118903,2018.10.2,88,78
1896,137274,2018.9.19,322,241
1897,111551,2018.4.21,284,246
1898,144442,2018.1.26,168,251
1899,124981,2018.6.3,174,100
1900,122537,2018.11.4,384,101
1901,199681,2018.4.2,106,102
1902,137247,2018.4.16,198,129
1903,173438,2018.8.8,98,124
1904,145730,2018.2.10,174,123
1905,121649,2018.1.9,242,228
1906,159492,2018.4.11,22,224
1907,137456,2018.9.16,348,221
1908,115994,2018.6.16,274,52
1909,132439,2018.5.10,346,51
1910,182380,2018.12.18,36,53
1911,189492,2018.3.14,280,263
1912,111083,2018.6.25,190,261
1913,120293,2018.2.16,382,266
1914,158761,2018.9.20,182,273
1915,100431,2018.3.9,296,275
1916,121351,2018.1.8,338,272
1917,173975,2018.5.11,102,92
1918,101999,2018.8.18,30,94
1919,136497,2018.12.22,210,98
1920,190069,2018.2.15,182,127
1921,130963,2018.2.1,104,129
1922,130572,2018.9.26,20,130
1923,179362,2018.9.16,284,275
1924,150463,2018.11.5,66,275
1925,138657,2018.2.24,96,273
1926,109522,2018.7.6,68,242
1927,154192,2018.11.7,54,243
1928,101223,2018.4.16,332,243
1929,134810,2018.5.5,94,130
1930,122739,2018.5.18,266,135
1931,117198,2018.7.11,82,130
1932,126143,2018.7.24,338,248
1933,153827,2018.3.24,58,245
1934,103289,2018.3.27,158,244
1935,189848,2018.2.17,146,198
1936,111820,2018.3.15,58,200
1937,184605,2018.10.16,20,198
1938,158710,2018.5.27,84,157
1939,127830,2018.4.11,388,162
1940,161000,2018.12.9,66,165
1941,105898,2018.7.25,220,74
1942,196795,2018.12.22,142,71
1943,168226,2018.6.4,196,68
1944,166488,2018.9.17,60,128
1945,104400,2018.12.17,204,131
1946,133972,2018.2.10,262,130
1947,148011,2018.12.23,76,113
1948,103973,2018.1.1,184,112
1949,150023,2018.11.12,106,113
1950,143193,2018.6.2,150,154
1951,118488,2018.6.6,240,158
1952,170086,2018.11.25,262,159
1953,110897,2018.11.1,374,41
1954,111471,2018.3.9,146,45
1955,176612,2018.1.25,242,44
1956,170622,2018.9.19,226,254
1957,172041,2018.1.7,332,250
1958,130292,2018.5.24,114,247
1959,183291,2018.2.6,76,117
1960,187626,2018.12.24,184,120
1961,192581,2018.3.10,362,121
1962,137693,2018.7.18,230,299
1963,185825,2018.11.1,80,296
1964,151494,2018.6.14,238,300
1965,147572,2018.3.8,264,162
1966,155305,2018.5.6,168,164
1967,115893,2018.10.20,268,168
1968,153570,2018.1.17,10,44
1969,199147,2018.1.17,70,46
1970,165594,2018.3.17,32,43
1971,143428,2018.2.26,240,131
1972,109142,2018.12.25,300,136
1973,156341,2018.2.5,168,140
1974,180097,2018.6.22,330,128
1975,157055,2018.9.17,206,130
1976,175779,2018.2.12,92,132
1977,157006,2018.11.16,202,244
1978,133879,2018.4.24,258,246
1979,182351,2018.8.17,398,244
1980,124858,2018.3.27,66,298
1981,125472,2018.7.5,78,299
1982,108260,2018.7.24,96,296
1983,100787,2018.6.15,94,64
1984,144453,2018.10.11,220,63
1985,160926,2018.12.25,390,68
1986,183389,2018.2.5,310,178
1987,109670,2018.12.24,176,180
1988,123957,2018.3.26,16,183
1989,169473,2018.7.23,344,27
1990,158005,2018.6.13,252,23
1991,193550,2018.2.20,258,28
1992,105973,2018.11.2,36,96
1993,128965,2018.5.8,172,101
1994,134280,2018.1.6,58,97
1995,117149,2018.4.22,242,148
1996,165245,2018.9.5,22,153
1997,188008,2018.6.21,24,156
1998,187973,2018.3.8,2,66
1999,186512,2018.11.5,88,61
2000,176517,2018.10.6,70,60
2001,119350,2018.4.9,140,237
2002,123083,2018.2.10,272,237
2003,151372,2018.6.10,154,241
2004,194352,2018.2.3,308,289
2005,172694,2018.8.11,10,286
2006,128649,2018.6.23,236,283
2007,194593,2018.3.18,32,285
2008,108258,2018.4.10,378,289
2009,127916,2018.7.5,390,292
2010,143452,2018.6.14,202,54
2011,143411,2018.10.11,16,51
2012,111257,2018.6.12,42,54
2013,166137,2018.3.8,140,48
2014,109703,2018.7.27,112,46
2015,138543,2018.3.9,274,44
2016,115794,2018.10.15,322,195
2017,165920,2018.7.22,68,190
2018,199971,2018.2.2,26,187
2019,184355,2018.8.14,84,134
2020,169493,2018.6.26,266,134
2021,199222,2018.7.19,386,130
2022,172636,2018.6.27,222,295
2023,160553,2018.2.1,304,296
2024,134492,2018.7.20,278,294
2025,181933,2018.10.21,304,250
2026,189311,2018.11.19,390,245
2027,130986,2018.9.6,136,242
2028,136369,2018.3.11,128,133
2029,177339,2018.2.7,292,133
2030,180217,2018.7.20,298,132
2031,142969,2018.8.10,148,90
2032,154427,2018.11.4,132,92
2033,195223,2018.6.6,100,89
2034,114081,2018.8.7,52,132
2035,144079,2018.8.21,322,133
2036,103888,2018.1.23,148,136
2037,184552,2018.5.14,302,299
2038,109064,2018.1.24,246,296
2039,171521,2018.9.21,72,295
2040,186898,2018.6.1,38,117
2041,138074,2018.11.6,78,122
2042,174352,2018.7.27,296,127
2043,163227,2018.11.15,238,142
2044,106895,2018.5.27,26,146
2045,169070,2018.12.15,192,143
2046,118346,2018.6.9,6,23
2047,179570,2018.10.23,202,26
2048,158719,2018.4.14,266,26
2049,106747,2018.2.5,388,259
2050,102225,2018.1.8,392,261
2051,191900,2018.9.22,266,261
2052,179517,2018.3.12,182,98
2053,180074,2018.7.10,312,96
2054,170717,2018.3.26,6,94
2055,154966,2018.12.15,114,161
2056,126369,2018.9.10,194,160
2057,165645,2018.1.9,122,165
2058,126441,2018.1.26,146,56
2059,151852,2018.5.19,84,59
2060,177482,2018.7.20,144,64
2061,171228,2018.1.9,242,195
2062,115706,2018.4.21,342,194
2063,155034,2018.3.10,56,194
2064,156200,2018.12.7,36,100
2065,193553,2018.2.7,136,103
2066,156009,2018.12.25,102,100
2067,199251,2018.9.25,194,253
2068,165327,2018.5.17,110,249
2069,170373,2018.1.7,46,244
2070,149944,2018.9.16,174,250
2071,106749,2018.7.2,222,254
2072,140953,2018.8.6,6,258
2073,137241,2018.9.6,362,62
2074,121902,2018.10.25,360,62
2075,174914,2018.7.9,98,66
2076,154186,2018.7.18,60,204
2077,149522,2018.1.16,88,202
2078,113861,2018.4.18,394,203
2079,103910,2018.3.27,196,156
2080,193554,2018.7.19,264,157
2081,151195,2018.4.24,130,158
2082,159557,2018.8.24,26,118
2083,185453,2018.6.20,302,113
2084,187784,2018.3.2,30,109
2085,189974,2018.1.7,88,186
2086,115112,2018.9.6,352,185
2087,184954,2018.9.11,44,186
2088,163695,2018.10.26,218,101
2089,104837,2018.3.18,8,96
2090,192887,2018.2.10,12,101
2091,115588,2018.12.22,88,188
2092,150256,2018.10.19,376,190
2093,116593,2018.7.18,372,194
2094,176306,2018.8.13,66,241
2095,197699,2018.8.18,348,246
2096,176950,2018.3.13,56,244
2097,177043,2018.5.11,24,220
2098,161149,2018.6.12,60,217
2099,153032,2018.4.19,104,213
2100,134511,2018.8.22,120,100
2101,125245,2018.7.27,374,100
2102,112381,2018.7.8,42,104
2103,170952,2018.7.4,188,108
2104,112105,2018.6.22,392,110
2105,113856,2018.10.1,194,113
2106,185028,2018.6.16,14,115
2107,160975,2018.8.6,116,120
2108,111500,2018.6.25,292,123
2109,133123,2018.11.12,388,208
2110,185646,2018.11.16,142,204
2111,194430,2018.10.13,198,199
2112,155056,2018.12.25,380,213
2113,184590,2018.9.4,96,218
2114,143216,2018.1.21,258,221
2115,108316,2018.2.23,288,48
2116,117948,2018.8.18,394,49
2117,104447,2018.4.9,104,44
2118,180875,2018.2.22,286,281
2119,108719,2018.12.5,398,283
2120,109155,2018.4.7,60,282
2121,145615,2018.5.13,148,17
2122,115976,2018.1.5,150,15
2123,144947,2018.5.5,126,17
2124,159672,2018.4.2,344,199
2125,143681,2018.8.10,176,204
2126,198287,2018.3.10,276,202
2127,172209,2018.2.7,94,88
2128,155744,2018.8.2,74,85
2129,181323,2018.10.10,364,84
2130,126747,2018.9.7,364,152
2131,153798,2018.1.18,318,147
2132,100391,2018.12.15,368,147
2133,113327,2018.6.7,166,262
2134,147702,2018.2.18,164,265
2135,172816,2018.11.10,228,264
2136,171858,2018.1.9,4,210
2137,169266,2018.5.25,42,214
2138,187245,2018.6.15,148,216
2139,136934,2018.7.27,2,209
2140,148932,2018.6.3,336,214
2141,144038,2018.2.23,334,214
2142,164674,2018.12.18,108,97
2143,199733,2018.1.17,354,100
2144,196739,2018.7.25,122,103
2145,111773,2018.7.23,162,168
2146,157122,2018.9.3,82,172
2147,161658,2018.7.20,86,170
2148,162470,2018.7.23,94,160
2149,189907,2018.5.13,266,163
2150,169649,2018.3.1,306,159
2151,166528,2018.12.14,266,152
2152,147263,2018.1.19,156,153
2153,137484,2018.12.17,202,154
2154,172717,2018.2.11,362,45
2155,115431,2018.8.17,178,44
2156,168502,2018.10.18,318,46
2157,138640,2018.11.10,22,45
2158,133808,2018.9.6,332,40
2159,166748,2018.4.19,158,38
2160,170737,2018.1.24,372,129
2161,148049,2018.5.12,30,134
2162,152707,2018.9.20,324,135
2163,161768,2018.6.14,66,107
2164,165591,2018.11.20,14,108
2165,116487,2018.2.18,398,107
2166,182042,2018.5.21,330,39
2167,190400,2018.9.10,24,41
2168,142306,2018.5.27,164,41
2169,154311,2018.3.26,48,53
2170,110898,2018.7.10,114,51
2171,174994,2018.12.10,262,46
2172,113917,2018.7.16,368,206
2173,124772,2018.6.21,254,207
2174,180933,2018.9.15,204,203
2175,195661,2018.6.2,84,258
2176,124755,2018.10.4,268,261
2177,146893,2018.10.24,34,264
2178,125364,2018.2.6,378,128
2179,194238,2018.12.1,2,128
2180,163176,2018.5.13,398,133
2181,149532,2018.3.20,236,88
2182,175670,2018.2.15,246,89
2183,193318,2018.3.16,290,92
2184,155370,2018.9.6,368,43
2185,128790,2018.2.1,294,44
2186,193222,2018.9.11,186,45
2187,112790,2018.8.10,208,27
2188,156166,2018.2.15,300,28
2189,142128,2018.10.1,250,25
2190,138541,2018.11.25,226,20
2191,170234,2018.12.12,246,17
2192,168344,2018.2.4,382,20
2193,151736,2018.11.19,386,45
2194,140807,2018.7.8,56,45
2195,178590,2018.7.24,74,49
2196,196776,2018.12.14,330,251
2197,149955,2018.3.27,330,248
2198,187414,2018.1.3,312,250
2199,107385,2018.12.4,306,208
2200,168653,2018.2.2,252,212
2201,156978,2018.9.25,194,208
2202,119420,2018.11.17,234,164
2203,149199,2018.3.24,390,166
2204,151742,2018.6.7,322,167
2205,101655,2018.2.5,144,59
2206,199486,2018.8.24,378,62
2207,140597,2018.3.25,366,64
2208,184971,2018.7.12,364,136
2209,117463,2018.11.8,186,140
2210,153646,2018.12.23,92,140
2211,117231,2018.2.18,234,251
2212,193960,2018.11.2,232,255
2213,177932,2018.9.2,104,252
2214,170714,2018.8.1,294,73
2215,134689,2018.9.18,54,74
2216,152589,2018.3.7,180,72
2217,190795,2018.1.21,26,132
2218,132365,2018.11.19,142,131
2219,155362,2018.9.21,70,126
2220,132396,2018.8.25,304,85
2221,140856,2018.3.19,166,82
2222,112889,2018.4.27,124,81
2223,169603,2018.10.4,178,168
2224,196236,2018.5.4,130,173
2225,179800,2018.4.23,128,170
2226,151800,2018.9.6,286,225
2227,192837,2018.5.25,392,225
2228,125082,2018.7.17,164,222
2229,109629,2018.6.8,306,134
2230,116874,2018.11.17,190,136
2231,159356,2018.4.14,386,136
2232,122562,2018.4.7,150,281
2233,195831,2018.6.8,338,278
2234,121116,2018.4.19,30,279
2235,123667,2018.12.11,356,204
2236,157106,2018.6.26,322,203
2237,172526,2018.10.8,324,208
2238,184973,2018.10.4,334,70
2239,163874,2018.3.13,134,73
2240,125251,2018.4.4,238,78
2241,162492,2018.7.8,196,18
2242,153732,2018.10.16,266,13
2243,191785,2018.11.26,8,17
2244,120098,2018.6.4,336,79
2245,192224,2018.2.14,296,81
2246,115413,2018.3.15,388,82
2247,188465,2018.10.5,62,247
2248,167255,2018.11.9,256,245
2249,181062,2018.3.18,258,248
2250,155359,2018.9.1,46,153
2251,135133,2018.5.9,146,158
2252,141126,2018.11.16,42,155
2253,158927,2018.8.24,198,196
2254,147363,2018.7.6,72,192
2255,125759,2018.2.15,64,195
2256,122176,2018.5.2,294,17
2257,112217,2018.2.18,176,21
2258,125951,2018.10.12,300,25
2259,122168,2018.12.2,112,145
2260,163363,2018.6.25,18,141
2261,116037,2018.4.21,242,142
2262,142909,2018.11.17,300,229
2263,108756,2018.4.24,254,227
2264,152549,2018.6.12,66,229
2265,137957,2018.3.12,164,135
2266,110457,2018.12.17,296,140
2267,136635,2018.2.15,42,138
2268,179448,2018.6.4,102,46
2269,143851,2018.1.22,386,46
2270,125328,2018.4.4,294,48
2271,156463,2018.1.2,260,236
2272,152400,2018.8.17,294,240
2273,175913,2018.9.19,246,237
2274,189064,2018.6.12,154,153
2275,113607,2018.4.20,384,152
2276,132147,2018.1.2,272,152
2277,101774,2018.12.14,242,270
2278,101013,2018.4.19,188,272
2279,100709,2018.7.7,354,267
2280,176767,2018.1.23,280,279
2281,122217,2018.7.27,378,281
2282,104641,2018.3.4,128,278
2283,143014,2018.8.21,94,118
2284,126620,2018.8.3,122,118
2285,139219,2018.6.3,378,116
2286,154297,2018.5.27,112,90
2287,170369,2018.12.4,288,91
2288,168329,2018.6.19,232,95
2289,177789,2018.6.27,146,35
2290,111181,2018.4.4,246,38
2291,160565,2018.11.22,244,35
2292,123994,2018.4.4,34,57
2293,148933,2018.8.1,392,58
2294,147679,2018.8.20,22,58
2295,172832,2018.6.11,92,89
2296,137523,2018.1.17,300,88
2297,178235,2018.3.26,360,87
2298,174748,2018.8.17,112,71
2299,145119,2018.2.3,270,68
2300,156834,2018.8.5,126,67
2301,133300,2018.3.7,144,213
2302,195608,2018.2.1,192,218
2303,149305,2018.4.4,302,219
2304,196743,2018.7.6,182,286
2305,103708,2018.11.24,138,286
2306,113454,2018.4.24,372,287
2307,100230,2018.1.5,400,51
2308,132957,2018.4.21,112,48
2309,189210,2018.10.12,328,52
2310,163492,2018.12.22,58,84
2311,122229,2018.12.20,134,82
2312,180939,2018.2.18,392,81
2313,101938,2018.11.24,214,180
2314,170344,2018.10.2,136,178
2315,186318,2018.2.11,64,173
2316,153971,2018.7.11,34,165
2317,164592,2018.9.26,142,169
2318,100397,2018.2.20,176,172
2319,135248,2018.9.26,344,112
2320,152357,2018.7.10,150,108
2321,178540,2018.12.22,348,113
2322,180836,2018.5.1,38,299
2323,188817,2018.5.11,212,294
2324,159677,2018.10.17,154,290
2325,186591,2018.7.25,288,193
2326,153673,2018.8.12,118,192
2327,124156,2018.3.14,318,188
2328,118324,2018.8.18,146,207
2329,196003,2018.8.26,24,207
2330,183002,2018.8.7,222,212
2331,186667,2018.5.1,232,136
2332,192370,2018.1.9,324,134
2333,188616,2018.1.18,28,137
2334,123824,2018.3.16,66,118
2335,134330,2018.8.21,232,115
2336,161810,2018.11.20,28,119
2337,193508,2018.7.11,330,119
2338,127351,2018.12.12,12,119
2339,153397,2018.1.17,144,115
2340,108982,2018.3.15,126,198
2341,157586,2018.10.7,324,203
2342,189008,2018.8.4,318,198
2343,119001,2018.2.14,152,142
2344,126527,2018.3.12,356,144
2345,162649,2018.5.19,302,149
2346,128399,2018.12.23,322,72
2347,102718,2018.9.19,80,73
2348,184875,2018.6.12,76,73
2349,177265,2018.12.1,24,52
2350,199362,2018.9.2,320,51
2351,119266,2018.4.15,256,51
2352,137026,2018.10.7,174,254
2353,180397,2018.3.10,310,256
2354,155961,2018.9.10,12,252
2355,146704,2018.5.11,386,252
2356,178038,2018.7.22,160,256
2357,145913,2018.11.24,72,253
2358,164549,2018.8.7,372,212
2359,118246,2018.1.3,282,207
2360,168167,2018.8.21,44,207
2361,118182,2018.9.24,248,11
2362,134043,2018.8.11,202,12
2363,181305,2018.8.17,268,10
2364,171803,2018.10.23,250,98
2365,171888,2018.11.22,266,102
2366,105936,2018.8.24,266,106
2367,151643,2018.7.21,268,249
2368,110243,2018.4.5,244,244
2369,133141,2018.5.16,322,243
2370,119743,2018.5.9,98,187
2371,102451,2018.5.7,372,187
2372,142863,2018.2.14,396,182
2373,147923,2018.1.27,22,272
2374,111115,2018.9.13,382,275
2375,121355,2018.12.3,52,280
2376,184403,2018.8.8,34,28
2377,171782,2018.8.22,152,30
2378,169669,2018.5.13,324,31
2379,189928,2018.1.20,174,12
2380,193353,2018.1.22,210,15
2381,197164,2018.4.11,198,18
2382,152823,2018.7.7,154,213
2383,118820,2018.9.19,206,213
2384,116079,2018.10.5,192,208
2385,140406,2018.6.22,2,94
2386,105236,2018.9.27,78,92
2387,162302,2018.12.16,136,91
2388,189044,2018.11.16,300,15
2389,179955,2018.7.16,24,14
2390,186837,2018.1.1,6,18
2391,142636,2018.10.25,22,202
2392,132212,2018.7.10,218,201
2393,145141,2018.12.6,66,205
2394,121198,2018.7.4,192,128
2395,189900,2018.6.19,332,127
2396,116477,2018.4.10,302,130
2397,103526,2018.7.11,362,280
2398,115739,2018.5.25,246,279
2399,135326,2018.8.7,122,275
2400,197914,2018.4.18,58,281
2401,124732,2018.8.2,142,278
2402,171242,2018.3.23,180,279
2403,136728,2018.11.19,296,88
2404,168805,2018.3.4,34,85
2405,147913,2018.3.18,4,90
2406,137820,2018.2.27,216,10
2407,107693,2018.5.20,378,13
2408,159204,2018.5.2,348,16
2409,150299,2018.4.16,216,176
2410,151271,2018.10.19,132,172
2411,193447,2018.12.26,130,175
2412,196931,2018.11.19,388,48
2413,123919,2018.7.10,54,48
2414,162363,2018.10.3,216,49
2415,182322,2018.9.27,136,205
2416,121707,2018.10.25,228,203
2417,174154,2018.6.10,316,207
2418,173140,2018.2.8,98,284
2419,114228,2018.4.8,236,279
2420,166435,2018.10.25,38,283
2421,139103,2018.2.23,254,150
2422,114138,2018.2.25,28,155
2423,185758,2018.7.3,382,160
2424,157528,2018.11.8,188,213
2425,197073,2018.1.13,72,209
2426,160622,2018.7.22,304,209
2427,177102,2018.5.9,290,254
2428,166780,2018.2.22,24,253
2429,154557,2018.3.20,398,255
2430,157901,2018.12.18,206,61
2431,123124,2018.3.22,350,63
2432,127082,2018.12.17,306,59
2433,109393,2018.10.23,192,96
2434,146981,2018.1.12,86,93
2435,106371,2018.1.26,344,92
2436,103611,2018.1.26,108,62
2437,149733,2018.5.10,146,65
2438,158631,2018.7.12,302,63
2439,147272,2018.1.4,94,40
2440,161460,2018.9.1,248,43
2441,100487,2018.4.21,138,47
2442,159745,2018.8.3,310,273
2443,136671,2018.2.9,74,272
2444,177879,2018.12.18,264,271
2445,134998,2018.8.14,62,214
2446,191533,2018.2.21,398,210
2447,162993,2018.11.1,30,208
2448,144411,2018.5.5,66,15
2449,172587,2018.10.27,124,11
2450,124196,2018.1.15,58,9
2451,105487,2018.1.21,80,45
2452,102530,2018.11.9,40,44
2453,117745,2018.12.12,338,39
2454,131864,2018.3.1,34,288
2455,174468,2018.5.21,70,287
2456,178312,2018.2.12,246,287
2457,110307,2018.6.1,6,264
2458,159242,2018.2.1,360,262
2459,112443,2018.10.25,378,266
2460,175722,2018.3.4,90,114
2461,143381,2018.7.15,112,109
2462,148552,2018.11.6,206,110
2463,189001,2018.6.8,400,171
2464,176903,2018.3.4,118,171
2465,149763,2018.4.26,286,173
2466,123977,2018.7.8,84,37
2467,138906,2018.5.21,6,32
2468,157793,2018.2.11,222,35
2469,173077,2018.12.3,200,88
2470,152246,2018.10.22,14,86
2471,127657,2018.7.7,398,88
2472,150267,2018.7.16,382,79
2473,186061,2018.7.2,94,80
2474,134026,2018.11.10,54,84
2475,134769,2018.4.1,290,253
2476,136136,2018.3.24,172,249
2477,127819,2018.6.16,302,250
2478,177086,2018.2.3,202,112
2479,154533,2018.8.19,94,115
2480,163468,2018.11.9,172,113
2481,133402,2018.11.5,338,55
2482,146578,2018.3.16,86,53
2483,108154,2018.11.17,352,58
2484,166019,2018.8.8,372,114
2485,188877,2018.1.16,90,110
2486,152591,2018.5.16,234,108
2487,102711,2018.6.6,4,285
2488,168710,2018.4.17,58,285
2489,183049,2018.3.7,96,285
2490,152306,2018.5.12,318,294
2491,191436,2018.8.22,256,289
2492,137688,2018.6.16,116,292
2493,197947,2018.10.24,388,200
2494,183388,2018.12.3,116,196
2495,132714,2018.2.19,316,199
2496,146321,2018.3.9,216,178
2497,117652,2018.4.8,238,182
2498,189878,2018.11.4,46,182
2499,129249,2018.9.22,164,175
2500,187711,2018.11.16,48,177
2501,187116,2018.4.7,160,177
2502,116686,2018.4.8,136,84
2503,101299,2018.12.8,372,84
2504,133332,2018.8.13,160,83
2505,130931,2018.3.18,270,248
2506,114271,2018.3.21,192,253
2507,141882,2018.2.8,362,256
2508,124322,2018.2.1,102,300
2509,120731,2018.8.1,6,298
2510,102135,2018.2.20,370,293
2511,137567,2018.1.18,142,128
2512,192559,2018.3.20,164,123
2513,188991,2018.12.21,380,123
2514,161293,2018.11.8,218,181
2515,192096,2018.7.3,356,184
2516,149141,2018.2.19,24,183
2517,100266,2018.2.22,132,156
2518,113587,2018.6.8,246,161
2519,160859,2018.10.22,44,158
2520,165789,2018.5.3,136,19
2521,162863,2018.8.3,238,19
